X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
-54.600588861331836,554.3631650064635,305.0989939041599,105.70193720937023,7.421065215095635,3,0.25127036452957313,1,27.896127430640934,29.673405446695064
-53.967413263636196,546.4834387964462,269.52791922476393,109.97481073157655,7.18609359077794,4,0.2482125487800508,1,28.178522678376897,29.140892108814143
-55.26747677007162,466.1699701999183,264.8092523468452,117.08206320533927,7.36692408904364,5,0.25148868859073786,1,28.294656224156103,29.377923894070044
-59.88408697101628,519.2619484762085,293.18465393162217,132.00639551924786,6.709606001845869,2,0.2480403270565032,1,32.962081772012326,36.35308868596146
-58.485497364555535,561.7851927718365,321.55595161849726,126.61834320000368,7.607245109293905,3,0.24853891111160745,1,33.37704780147445,32.82545613164583
-58.99697075874233,594.897305393006,340.86337737438987,129.47113330541362,6.362213620460244,4,0.2499219257800173,1,32.84852580764289,32.80744455311193
-59.93419098205253,520.5196167995973,324.60505380528423,122.7217460218852,7.4998340250699425,5,0.24738193841547187,1,31.90898158655704,37.84981614222122
-60.902845561648235,591.7687848142244,295.26153558381344,149.48618409934286,7.5142768392228785,2,0.2517732082452384,1,29.600889959030887,34.079673306132975
-62.332458935490216,630.5410423002065,277.58743683620037,141.07397382529774,6.857789248618241,3,0.2520856510812524,1,30.064337690451314,28.75641212803349
-62.34500688883548,546.6107951497892,274.49170192374686,142.6077948862132,7.3759569845541435,4,0.247639294130039,1,29.780153718429453,29.686302928514895
-63.06684569308948,561.6425836357415,264.88973425655905,139.57837667316988,6.615075945511483,5,0.25347653446257773,1,28.58086409487855,34.54395095203853
-65.77096072595587,636.3720769863522,339.5365676388575,154.97691808957057,6.8252125669670995,2,0.2539475049971715,1,26.377581468699045,30.406650891370376
-65.58783540761652,663.3972825815629,310.6827539142106,155.59318459081857,7.11083591320365,3,0.251031727079399,1,27.624730053626433,27.99947554056281
-65.56628769952187,630.3287499438136,314.4431740065294,158.22398569236958,6.601347783913158,4,0.2501297686508228,1,26.994515002541586,27.303223519024627
-65.34573385026337,631.3268730310932,313.4233151710694,140.68554371456233,7.274273279975943,5,0.24859603388375287,1,26.032105313376487,31.357413747966397
-67.88941210789199,676.4814816933589,360.59443161622835,142.04443594247502,7.344123517964069,2,0.24776336092237622,1,38.54619704891465,43.43453986514034
-68.70924267569464,603.0747449014225,311.83185433022715,151.10622653710496,7.507032588747611,3,0.25024571910261123,1,40.12525378484367,38.08272871384975
-66.44188043332193,649.2210249355323,350.57458253617455,136.2451419005226,7.14789234303278,4,0.25250331021911165,1,39.46877457803667,36.31024312891666
-67.45084768331935,610.4831117308012,373.4110677401528,158.43896102423628,7.201976440546391,5,0.24758430068876852,1,38.895024954250154,45.20529020163509
-71.33332176038654,726.6697132671325,399.92368559077255,114.8883685575203,6.639960337780233,2,0.25113334798393233,1,37.21882553784532,36.99249068669017
-70.1933282876587,647.39759936525,424.9846242994745,116.90821622075696,7.555338472150336,3,0.24952208256089092,1,35.84831263446069,37.33386321045114
-69.95705140976214,597.4742723273881,380.59355930188093,121.45394766492045,7.668705478788226,4,0.25247828337546924,1,37.063160304927166,37.0471416527379
-69.59855675648421,662.0795911140328,453.43776525118375,131.47912945000354,7.260333758512096,5,0.25052993741671525,1,36.25489097304435,36.41517126295493
-72.91723048451783,694.0500669481977,246.2686023304119,230.4672538935324,3.5714373207592462,2,0.2514104109937472,1,12.485538043760064,15.342933679957143
-70.99635654025073,637.4243391912049,254.1497159797706,204.40400404424085,3.1971979243283775,3,0.24959777541933467,1,12.627836838205372,15.744699321726301
-71.95398044627672,695.0011684318214,247.01768756993098,241.51540517137897,3.842567514819179,4,0.2472956088920964,1,12.405814497594156,15.102361650365243
-72.96562897602479,678.8392111333617,257.1014118547329,200.06560849547944,3.2242803043698127,5,0.250430283735902,1,12.422415138093518,15.495336437295453
-75.34828005419982,645.5306709884899,269.91074885174146,238.19707724446732,3.6375095743029915,2,0.25249699705443385,1,12.390821962416645,15.193991088125065
-75.56500568403307,688.1361150510783,278.5839821927172,201.7987659578338,3.380367859439361,3,0.24903839130181404,1,12.36856267841061,15.96251361287421
-74.83209502564598,777.123742783554,278.5707295759229,233.65051047992836,3.353258002895425,4,0.24690089985458746,1,12.703094530715775,15.655152272222113
-76.02090403455557,720.5706435243768,281.10428511929535,237.56003813564647,3.3671077774339024,5,0.2498222080465595,1,12.388462792561366,16.11348731559318
-79.62362993054266,680.4585297085541,286.1694569005663,215.56414420661,3.757259916933705,2,0.2512861844356921,1,13.152280760813548,15.156038407426932
-77.99179088382829,667.1821080086515,272.2829224025129,240.24591038864307,3.247815032798159,3,0.25104878413302545,1,13.13098871752311,15.912524095539005
-77.70011063730549,757.6868735317614,303.80224459564096,201.11516024053202,3.5982061300768966,4,0.24739385749922804,1,12.948962873197983,15.202735143568054
-77.60558558849272,726.0747091841395,273.4186156033953,226.88415373002354,3.6317356447767772,5,0.25045394871338356,1,12.817920667626913,15.606566356209827
-81.56131040728802,811.6307571527453,322.8427629127868,234.38424375060652,3.1562901936039958,2,0.2493011552911661,1,13.332709898462808,16.680551783974234
-80.5326314123674,818.985331136845,338.5215355944169,221.86625136814737,3.3093312292308164,3,0.2511442406066824,1,13.321858041930723,16.6240380614526
-79.84603222819013,827.6003780707703,310.29038658704985,206.12940907152995,3.844008471460959,4,0.24921138595691347,1,13.251819499786604,16.5470173574898
-80.40878378067954,798.0242675486535,316.8530239710784,212.81326313789285,3.417662756782455,5,0.24866828961424536,1,13.240619702765485,16.194391543058128
-84.91335083621684,725.3124910866852,375.9444061139984,215.26650496156955,3.6133210940027007,2,0.25094142794715035,1,17.882173045458217,21.11398443787478
-83.86414400124723,797.2095510331222,353.4199703322574,213.9568409554993,3.4587135729903804,3,0.24905443005848246,1,17.176950393048312,21.023104450299492
-83.26521001896856,793.9130833875705,328.5458996472222,220.8562186996636,3.4766387509434993,4,0.246647985173501,1,17.505910973006294,21.35351925333632
-83.11351680286421,804.781705081234,329.40766401498814,207.68422159976677,3.241405131493038,5,0.24876132327332146,1,17.31847642212251,20.795538489488397
-86.40949253801601,763.3527680540433,392.0602496763188,239.84664681972478,3.6327362354756705,2,0.2474299634184053,1,15.255724257892643,15.71257532060785
-86.59411816389846,729.9255085516077,391.66449885850494,216.66769953272322,3.318259549676718,3,0.25076461839833897,1,15.083440541434685,16.14302033685634
-84.94254675384705,882.5137598624742,342.3810776795096,217.42828129976607,3.373003653720023,4,0.25192441663734344,1,14.997618435078094,16.309292780612783
-87.7880778261764,775.0119598283607,383.8175324148779,210.66617144852097,3.63936714963363,5,0.2512531901968967,1,14.925312046135057,15.916447427670779
-53.86626274445408,510.4222371410846,281.20346888980947,106.93851127799027,7.628876233711503,2,0.24997773160607684,2,28.628069374594183,29.212341226067622
-53.90831240431697,533.3989106723964,306.0561238306957,101.00061983018,7.425699465975949,3,0.24989878359804613,2,28.573440137867248,29.573116342094117
-53.84698534563987,484.81233660263274,267.65322947623497,101.14803872018574,6.814451992061378,4,0.2492766828098273,2,28.038766947632084,30.66439357962898
-53.65041041913847,546.374404827848,302.1231570789164,103.77050678439964,7.27408899306715,5,0.25202648403668676,2,28.489027199998073,29.821886987460264
-59.611432308327636,566.253993131578,337.65704692556875,112.96188806510506,6.425387878563684,2,0.24774560364655382,2,32.68785198641848,35.38739556096717
-60.20956290853357,517.5148706388021,349.907226850373,115.95846037271663,7.175640902593527,3,0.25056065116433635,2,33.756544046807235,33.001339111807546
-59.188695471850856,606.0319304991342,315.06698685524975,120.170109612849,6.417691636914768,4,0.25242790954176886,2,32.57968732973318,32.978620933626445
-59.99372967385139,610.9630555680437,297.99705639941243,114.13207554241508,7.077780632060097,5,0.24882380331434117,2,31.7424512339563,37.35477089140574
-61.799555071957364,549.9693973253424,318.28644668575555,145.93424468145514,7.288710950856226,2,0.25407225786576,2,29.336873637911733,32.940882302720915
-62.65578868081752,577.5787136455806,319.24253238287844,144.02684199761038,6.373550896842125,3,0.24913309896238142,2,30.091902918970504,27.996647535068835
-62.34420937669855,553.2846595312395,267.2818740207521,149.04491406735636,7.324680912280828,4,0.24367400665970973,2,29.238998955757427,29.51839987811492
-62.08061823961039,625.2361086582772,276.975493737471,138.03597078551476,7.274469206684859,5,0.24901104759914816,2,28.339398092579447,34.574784679260674
-65.62201883081852,672.2462215580421,349.03871952543284,144.3770521369964,6.743057825940569,2,0.24661928603531752,2,25.968022308266026,28.04516253497571
-64.6458198741681,667.340816809821,307.5916529129379,158.23491743002833,6.538027573481542,3,0.2501556275072174,2,26.081402493187287,26.814379354303867
-65.18657121690791,616.1189837678464,287.5698297938187,160.311840815119,7.642549604689787,4,0.2525612139214967,2,25.283949915598328,26.91396938659044
-64.39161923233914,574.2772299607851,303.17356885683733,137.87567440474234,6.798939772547165,5,0.25024970746342207,2,24.824928151909294,29.83336889357427
-67.84709444079543,688.208410818086,365.97872706644506,159.3155086385151,7.39100555789973,2,0.24680262648748208,2,38.71662367518035,43.5779628256392
-67.77789573485255,680.920349535902,367.8303250953426,136.3712900755913,6.569461721079435,3,0.24822584919312154,2,40.25414008977143,37.64602175449703
-67.10453765650253,621.0575819042054,370.63968183474225,159.14281682343338,6.571602599093048,4,0.2472954210504228,2,40.49341196553031,36.50929475371892
-67.08835661903333,604.0754169293108,316.57063274282194,142.18590549268052,7.5518964543038045,5,0.2525211538560354,2,38.713185391082206,46.32880844843087
-71.17821221020792,687.4581498223646,412.4026477192765,133.81812999689564,7.304262652789215,2,0.2512075297634657,2,36.8019415705722,36.60729884198181
-70.0177264461468,672.7682959413082,445.48841153410166,130.19288629077985,6.334456333363916,3,0.24902730068639112,2,36.278468255754696,37.62396905839341
-70.76030704385566,676.4912127620639,382.79154502838384,132.49572275823544,7.014920150201339,4,0.2461952667455011,2,36.72177490866664,37.49951941784454
-71.49971445228935,701.1945120620337,448.1758461443028,115.98809815101598,7.3993584828712455,5,0.2537886012175045,2,36.64501929142201,37.111382523035154
-72.98453025297788,738.5320362627479,244.92210737163765,239.1004143899865,3.815392166709816,2,0.25091982465844453,2,12.43995690427616,15.18421764167276
-72.25940504800462,719.0702022641758,257.3643798862771,213.86240613800487,3.3810104564873953,3,0.243704297210631,2,12.465958376953944,15.044683925118328
-73.10880436163846,676.2059150214961,254.83956935676287,222.2850459955199,3.816379393555509,4,0.24703083598850586,2,11.728063844778482,15.453288914347945
-72.61513223161492,647.835364085735,244.527526462562,215.7624161237272,3.3744519811541007,5,0.25359911545840425,2,12.31673891262154,15.561402001067867
-75.76946132624077,770.1189295433672,259.9762075197938,240.0579938937721,3.7260478321244426,2,0.2503051977958837,2,11.927500049780836,14.994320607853142
-74.98127993362176,738.7323149365237,285.1072369927764,205.13563584535416,3.7472365191058503,3,0.25240397548850213,2,12.306233850428823,15.473709181647905
-75.96113840977046,772.0993631611217,287.94538358171326,210.69754818280285,3.768392011499935,4,0.24776644109175852,2,12.290758830811898,14.87184272948297
-75.40687378726798,650.3691864315234,269.88572853304055,221.17186636849942,3.7953404989299737,5,0.2507043954697099,2,12.08852878997851,15.652183027634408
-78.26479545609668,681.6594646999376,291.9601512548691,231.70544121889657,3.1558736727244234,2,0.24813391775972266,2,13.002688211471517,15.482704652977386
-78.19788669428992,751.221742394745,279.2336014720051,207.2802219280373,3.2360554600257054,3,0.24993296663380318,2,13.136796121283995,15.897629434527216
-78.46388261092179,758.1849576240809,283.4795734095133,231.99263088537248,3.2146381079328252,4,0.2497661802057184,2,12.624317740656096,15.875710631380247
-78.47354573478206,703.551832913547,274.0345188742283,218.6119075265364,3.245875320830084,5,0.24729607849837273,2,12.573195890337152,16.01421828573541
-80.60074120589265,702.5421280822804,343.65768374222995,242.44300648182312,3.8365531198311293,2,0.24964267993179198,2,12.624515224378184,15.662217770732232
-81.33345354982006,798.0602696292517,304.78336306153034,217.4524087188434,3.3754106137310496,3,0.25198107967155603,2,12.886945019804052,16.09268979241139
-80.33296579590377,702.3056148104366,342.1701065000119,237.14305086159004,3.2852305079213373,4,0.2491346567202891,2,12.928607248936816,16.210528349054158
-81.52341662069388,691.2612706674128,332.38135164107337,232.3983387402421,3.542668241882925,5,0.25042758217192695,2,12.928901172073266,15.73085197314803
-84.23755185951514,784.1568665317734,352.77180527820036,237.58123242017433,3.4119408891812846,2,0.25326531775269945,2,17.31849583237801,20.45186292860997
-82.35629047085861,707.3793173803218,329.3937947201222,207.52088083507667,3.3698178886609598,3,0.251010127846529,2,16.961569594555737,20.573955919792837
-83.07405569798001,788.090707793232,366.38141205721485,212.47779899666932,3.3444663326047097,4,0.2539671061520576,2,16.64846288352956,20.751923183538825
-82.15303232631476,755.6620772366111,371.53565259987585,200.34195035044698,3.4243499979168766,5,0.2502252710123664,2,16.938825275066804,20.751563938396476
-85.56540271297641,747.4632818074178,332.42391310529035,206.22981221596694,3.322844721642997,2,0.24919609057915942,2,14.075063684651305,15.101591183348509
-86.1940859838478,865.6116647825543,382.4453606543387,230.20197565307575,3.607305942605898,3,0.25121054936601833,2,14.808479021413232,15.62297787219801
-88.27806706562082,765.7478640301662,379.2610494838725,208.86033644174086,3.286202660069156,4,0.2502734300584449,2,14.538635336558592,15.018644503637786
-85.4010376985846,877.2399655012401,371.0900870432983,224.46064840019972,3.7752835274970415,5,0.2475316042231002,2,14.313601330874866,15.36915460094117
-54.190582309633825,510.824021122392,307.8482259619189,119.19992561564273,6.983367564612179,2,0.24527548546841896,3,28.514220163310807,29.676475099773675
-54.41986731214033,490.41244361086643,284.2478024025993,100.57350208446714,6.393070838677357,3,0.2506111964885176,3,28.67599063646181,30.02553851023866
-54.34279974726072,469.90840952041646,320.8654794137632,108.20270805779275,7.294611177187246,4,0.25030449668989946,3,28.342878880257313,30.275223732767557
-54.13143585692441,517.2709871726515,282.9311676726618,106.20602167855874,7.659829459985915,5,0.24933117040561256,3,28.363771025675728,29.857727873546942
-59.84821553077088,588.6101584309181,320.70982174081814,110.77689241367409,6.961651650466992,2,0.24805444627184536,3,31.692222448802937,36.67507516495376
-59.22140400234718,513.261691515947,345.8303802871129,127.4774285246517,7.13817594639753,3,0.24666253016974599,3,32.52120289762575,35.12877680500761
-60.84091566732417,516.3324622327369,295.21745322221454,118.96070105917329,6.607290215996833,4,0.24925447012702284,3,32.554780140164105,32.59749147659976
-59.29848771935814,513.421244437671,311.45458717626434,119.0242360294848,7.523450995053766,5,0.24935290788304312,3,32.455700498215755,32.12194654179746
-62.53469514967438,645.4098015629253,302.7769077295345,148.74301974653488,6.606478983566405,2,0.24907356081505605,3,28.04846059835629,33.973807870607864
-62.44353953182411,627.0425953345509,279.42300738005014,151.9432019634961,6.997613898238921,3,0.24787304957313647,3,28.965140705871992,33.15215390356875
-62.98485835013637,602.9608574014853,268.18628047157745,151.32977783862043,6.99052030844686,4,0.24645643021628705,3,29.012147827124643,28.48059090814566
-61.62311467248621,639.0459411687099,304.1096480773087,134.9617953280447,6.392557688196379,5,0.25111421367609127,3,28.8226950961653,30.371557962013632
-65.16411124583668,578.6045384794531,343.37100645686013,141.09958941223994,6.7487194583825385,2,0.25009956049021254,3,24.75676906970485,28.7496861680893
-65.33030727953307,651.1186989268928,336.7326475464712,137.9923614078417,7.419028681125925,3,0.25041102446009855,3,25.121376518924937,27.653734404993987
-63.88427432430562,672.8369308547279,314.66398147178245,157.78170068729472,7.408938663104154,4,0.2520779788765365,3,25.181413099677624,26.90606525104031
-64.47759962246259,574.5098094707121,289.0314616592947,142.0118298022168,6.322639382176288,5,0.24576433352023822,3,24.93679290937698,26.795794536576913
-67.31323825150378,690.1635560306449,364.8784654376413,138.84382008100198,6.385839328109247,2,0.24998329287981128,3,39.586821088974865,45.25534561123306
-69.08527379689626,647.0832055550183,309.39153717830266,155.25150206958895,6.318450003745314,3,0.2503287244774457,3,38.610376811975726,43.50927818074929
-67.46653876570741,583.772694797635,349.89438366516,149.87234308026274,6.639733374621815,4,0.25183822190265365,3,39.86168227897076,37.72170135663393
-67.84377091366534,671.1074166032325,309.17675137577453,135.65589608391338,7.1088008951353245,5,0.24932093204128242,3,39.44938579164242,36.881843219534026
-70.36205023313765,668.0397806506954,399.8588158519779,116.08748668910934,7.381947065890043,2,0.2512894217159834,3,35.931319489427345,35.831885952746376
-68.99427894089516,625.7849679478693,377.2031418186764,126.66056429616441,7.668422214786704,3,0.248017054838737,3,36.92820259839092,36.72797982710852
-71.41045076011805,718.5545968494623,440.2794399786979,119.75185188584189,7.422993343511845,4,0.24641355645616686,3,35.57168658747331,37.38926761813566
-70.27294418548819,652.8650274816993,420.19280969419515,116.19126668641476,6.818742580943932,5,0.2480866906220591,3,36.81675666236648,37.15780314414648
-73.74659220919457,699.4300327076537,263.1322523159881,237.5617907363856,3.7382357549597387,2,0.2529887080888218,3,11.774995974673333,14.00668161345069
-75.04442152175703,642.5673961231188,233.0957491160712,228.42449893758345,3.174078906821927,3,0.24879133504917744,3,11.706918489860092,13.790801442274068
-72.90208961120767,693.7132057805819,240.51110507308866,206.01786104185612,3.6227550266342443,4,0.25482365384350064,3,12.23034841281764,14.391235767106982
-73.80005276717753,741.9092051306376,233.45224024512495,209.41406443563864,3.551632685179838,5,0.25564862107933134,3,11.50426992826034,14.287314595807137
-75.86901289481997,665.4995162759623,282.86360214513013,203.22342146807398,3.7511918328736513,2,0.2488092257135949,3,12.483700907074473,14.832589816572339
-75.23162634397761,774.071384171974,256.58298204751407,228.43598170963864,3.3371552414676158,3,0.2515854522745869,3,12.465042024240399,14.791177308685477
-75.48173202279222,748.3728835804036,269.7841405323876,211.10107569424102,3.530213082134807,4,0.24735191667168363,3,12.192082756806498,15.636914689675697
-74.77914421387385,723.5509083912652,267.3243198802571,214.5861688473745,3.2242728682835318,5,0.24927812325762605,3,12.120340790548532,14.562458081401854
-78.55088272996926,777.1138597677241,270.01914303846036,200.2110449268961,3.3285080586696054,2,0.2510638305347953,3,12.489686562687753,15.100468097117805
-77.99006076799172,711.3915205742943,322.8368791765484,202.88290911496588,3.455966357397821,3,0.2479442440430044,3,12.230963588852191,14.682903910188333
-79.57218665894555,748.778517453214,305.33618629638823,211.54224151536212,3.224443558003916,4,0.2496714867396619,3,12.243191237631702,15.82827392372628
-78.16489000625094,717.6418392949228,288.13806099051936,201.0347161310549,3.661971632157633,5,0.2505428597763996,3,12.209437768689774,15.41566049158426
-79.9539761431925,770.8685311590705,320.04316222307057,230.85392247589343,3.784940729205476,2,0.24962495372789437,3,13.073116552905958,15.638221621053821
-80.1700932656046,764.3146227077053,310.1449169323658,210.46570511217004,3.494127676340886,3,0.2520929636423437,3,12.682577389032309,15.464201657032008
-81.86034421142904,718.9982393500452,346.12778151264035,236.69684370493823,3.4554223398784223,4,0.24942012711901795,3,12.508303533104334,16.414432575088057
-81.67458105434756,793.9445125759989,310.3873469115088,240.13240494428766,3.3406401889702657,5,0.24544417436864455,3,12.854745820053045,16.75311398046651
-82.77200928352153,818.3849687348306,364.71866254145925,242.03331208572808,3.799928698642001,2,0.2494863043174832,3,17.116532800567274,19.46574684074618
-83.30671387693867,793.1487685395882,313.133282446756,221.07528077352939,3.3170333742829685,3,0.25199434110726926,3,16.32718142392777,19.652231573720417
-82.71223701879073,712.7072953363238,340.8099628400588,214.94013669606144,3.3507606304606385,4,0.25269668353289737,3,16.26544792549366,20.395593449927844
-83.18415901269161,829.2121981886002,369.4717555438197,225.11588239392816,3.6516124769191878,5,0.25317132743573306,3,16.95173768117106,19.652686377844322
-85.67624896687144,792.8871509942445,388.7115497147481,214.515137849565,3.2031150525999226,2,0.25083775882752196,3,13.911011141893097,15.136462430849917
-85.5734269051514,845.6729743392751,359.30463577046305,234.8870379870926,3.1977954114268723,3,0.24779324127988744,3,14.731116486601588,14.711441001213638
-86.05966152424394,877.7678003409501,372.397688474552,229.47988262011,3.2727278400376085,4,0.2501862251038253,3,13.94103234646204,14.888802421218402
-86.16197505417335,791.7371941914763,345.8239533946256,198.98427848465863,3.7550726871116646,5,0.24773621547490948,3,14.02878689918045,14.388735472298466
-52.584379268516,502.13417270851704,294.9264679732816,114.69533223780289,6.550373225515945,2,0.24645828007601867,4,28.850606399242334,29.270822657517623
-54.83857219783964,534.003176092639,311.87496266018553,101.06109846144503,6.970096755517603,3,0.24901798660467456,4,28.67515788202806,29.361110165090974
-53.530976555953416,474.3169731480434,277.10061944068747,118.48297518419363,7.061698678864511,4,0.2452505756192946,4,27.73459593892932,30.130270092216044
-53.70138142233105,538.1170248769247,317.75311381338923,112.5515029619936,7.129613233889403,5,0.2483516769655224,4,28.891140543948804,29.808453376291876
-58.495430155978326,602.3745062523822,321.3864441580444,111.97241436794515,7.606688979620571,2,0.251354289489581,4,32.616220661510944,32.10219010413128
-59.02702208942999,599.4095610536465,299.02793875610735,131.01978109906474,6.831834574725793,3,0.2524580530714452,4,30.882145563365395,36.66524457736254
-59.58116127497862,599.1058636722636,308.13163442593503,119.6501574507985,7.552710638266296,4,0.2512244777341192,4,32.14268110110736,35.86484428648704
-58.57214519615445,535.1489052600492,303.82085019575226,123.9612350026391,6.9642179155921715,5,0.2481076618976192,4,33.53958905764733,33.04923918862786
-62.32697434728934,629.639858424235,290.4747241315943,155.6559928646518,7.129015344377677,2,0.24854637284637215,4,29.44646165084234,29.23463129304898
-61.462058454086815,538.1790214509085,284.0726010802279,132.7936488133974,6.342486324974219,3,0.2491895820756555,4,28.674092511540213,33.932061104762916
-62.65535481976759,562.616524196412,282.5990675272428,154.85141639269298,6.8898743976377945,4,0.25165650690982316,4,28.686916968902935,33.73511232121398
-61.8650773314492,617.6908449141096,316.94481000905716,158.7501393655258,7.511528880917174,5,0.25097165105828406,4,29.626856189616728,28.497858061718397
-65.04980094040474,591.7970860486678,314.87405301670816,147.14607840768244,7.4126189856898215,2,0.2494960701372906,4,25.429420281452458,26.30602421625455
-64.24916222253104,649.542815016362,309.39819826744144,133.6844401569651,7.497426441592956,3,0.24735384679094743,4,25.144075784119384,28.972751684348694
-66.04541123157632,602.0895161378235,307.63919410080996,138.36764666612507,7.175353147757667,4,0.2503568874444634,4,25.35059073796076,28.407710723274285
-66.0349535178961,629.7557504002879,308.0079636697727,157.07424454480798,6.822815901871019,5,0.24862975709600268,4,26.076620019581224,27.437681819391976
-67.84704709551445,639.3039152333383,361.2146588924643,158.77310096331718,6.644233444864867,2,0.25252821992729907,4,40.37900817374509,36.34344237149532
-66.97058363384805,608.9721670597033,320.16281391638887,145.16609323543736,7.450251255840504,3,0.24669872701840487,4,38.944784890044744,45.48320719545122
-67.14616405262561,695.2380336364885,330.84956335695375,135.78221334942592,7.418911828134076,4,0.25163700115973686,4,38.55529135368801,44.14048422911705
-66.72358045502702,638.928281519047,344.7642430021411,136.39281835485104,6.386023930476542,5,0.2467384561182453,4,40.412773620799584,37.095655073198664
-69.2821135157723,712.5783168458382,376.84271035242136,126.19765797653022,6.3426140195170655,2,0.24885506916829297,4,36.88053653150811,37.417439655584495
-70.05463756868909,621.2812585206755,436.8056641729395,115.54797508515851,7.570636468600277,3,0.25047069222907786,4,36.585102555825735,36.6801201447732
-70.30466840379547,688.101139653428,449.10832448647363,115.41038024512407,6.324440250008887,4,0.25095220553111686,4,37.18286249052065,37.04826204639309
-70.7418778595022,712.8005109320533,431.724268474013,118.90674192213595,6.619580286724009,5,0.2474594903725522,4,35.99181009332391,37.66487865590462
-73.90910551138865,695.8563837648993,247.04716317357313,227.99218783291346,3.6691978875429196,2,0.2498722904949907,4,11.960385164640353,14.937475478348434
-72.52111207772123,624.7755842889188,252.53229653951124,225.29712286092854,3.3052944981039714,3,0.25017704456848183,4,12.766228047300519,15.116526888902087
-72.63433444968945,719.8195388204941,222.26022779759015,200.67143425648163,3.3397658474199092,4,0.25123083841895927,4,12.430489133663015,15.095204294518913
-72.33620304095923,740.2976380999714,229.0644261811023,239.73990713126466,3.5127787831596526,5,0.2517511364083774,4,12.141296187001423,15.790309496079669
-75.85695289453058,688.9954052722875,275.4306362660113,222.00532453295793,3.7993852005703053,2,0.25140318152770225,4,11.852033794607841,14.771658427718027
-75.76409477462671,640.7278620760667,284.9002892578199,206.02135210225006,3.2568337670281937,3,0.25619974231887943,4,12.677065069728938,15.114752245818222
-76.194060095611,640.4842062351688,274.5782041201429,234.47923282471987,3.767375094492584,4,0.24700603879507554,4,12.193335805993906,15.424351522307914
-76.13407980658083,673.901808960961,254.90954730632126,217.70441172998176,3.3752049997350237,5,0.24439090509990857,4,12.410138818032951,15.409528648117782
-77.86126565601701,669.7685019786094,315.18724739801667,226.53468344756232,3.161928550338459,2,0.24658423375389,4,12.721288997546363,15.4719775518639
-79.59457062372708,731.5167995482974,312.3703751754491,219.3344050567988,3.8381427002672672,3,0.25008240987649166,4,13.004609406160155,15.977208664447037
-78.43497924725409,664.5421491394123,264.9581605960902,237.19024254164793,3.251217273828353,4,0.25488690745392695,4,12.723967746926768,15.593061141918243
-79.39497243360597,711.7230502373249,312.50343146949723,240.84491915425937,3.238478969703888,5,0.24987839692967775,4,13.497653022988423,16.300852698930044
-80.76837886685065,752.6205638604038,301.0771928802281,235.5087619610863,3.7331994798058714,2,0.24963246935987515,4,12.849541315168139,15.8099376732526
-80.76727598252778,745.0804015160373,348.83140915706963,213.20521991901782,3.225095880707846,3,0.24865638187169387,4,12.70982048655906,15.503125644198665
-80.72930460781599,795.2136274373139,292.8468793863034,210.33567521488578,3.3460888187323703,4,0.2501095537149526,4,13.104644152094435,16.498749259173067
-81.31811280725505,712.6115429674173,317.2473468514878,207.3051922525779,3.3986909068730204,5,0.24889888448047856,4,13.097248323779267,16.46499031716562
-83.28636134844878,786.2186790801156,320.6993166577241,236.39824647620068,3.6458958901976235,2,0.25181249061424804,4,17.676158866033784,19.784901729745748
-82.60523764830035,822.3090079764881,361.3983249216613,220.71482697594612,3.8035217564913224,3,0.24624103861902294,4,16.920627083711718,19.716180745945596
-84.16239696389947,860.8768601344731,345.36833480059533,202.08985806748268,3.3869677282800708,4,0.2488077452846476,4,16.75560131881759,20.300434296668325
-83.2948317473417,781.7566953293261,355.5117110557304,224.2895266965675,3.1717879595865512,5,0.2475100806866296,4,16.661500165042895,20.29271903523578
-86.33418252275126,887.1920479158405,340.684125079215,210.52240124477095,3.3507819994534755,2,0.24641453912089517,4,14.343022998642285,15.194969078451601
-87.56955623353461,749.0262441392704,362.4968882314107,224.4109323044832,3.742840424156524,3,0.24699115721520293,4,14.765747241119488,15.1966864592779
-86.55057197601022,876.918841483037,343.4322146197166,228.99912765432057,3.3271881291152288,4,0.251322600801518,4,14.840915527278755,15.015761859943753
-87.26886182151769,831.1903050628781,362.38498481681296,215.20690019141549,3.514887220445627,5,0.2553339370831806,4,14.448006823094282,15.67719832307409
-54.16580110130955,540.6515216786372,303.6052144299033,117.76807426659772,7.09030696432913,2,0.2477348379497655,5,28.82120822381631,29.47934365122175
-53.46589668692439,476.6887165202887,292.235274641,111.42538995470115,7.213861806227387,3,0.2558847132553275,5,28.508087107395877,29.665514192353097
-54.08441557991412,522.3107323328829,309.70810149396374,117.49167812261227,7.368729331735038,4,0.24971842078848644,5,28.416525266123724,30.052235494796417
-54.956127397262414,465.6819550672718,290.1421528145421,110.68413520058765,6.381090876103313,5,0.24950034343534347,5,28.667938838498483,29.961019345556007
-58.33266466722598,552.8348138403985,345.2687938792558,119.79365636404195,7.676534904111554,2,0.2461000449415574,5,32.77913531415121,32.26128988167096
-60.13275383106611,553.8680686004236,298.7638487210826,120.30919827434055,7.6649077358138635,3,0.2523838644782711,5,32.19672743910632,32.02501608089852
-58.75135954850627,512.9118479620937,301.40067413014503,120.57961398410089,6.974242860788613,4,0.2490316115993183,5,31.447508232984863,37.457432008765636
-59.60982318962567,509.90163400204653,321.9566015441347,116.07918702523541,7.377791549989102,5,0.25110891256958484,5,32.178480557647994,35.296912304582364
